em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K02649,ko04630,Signal transduction,JAK-STAT signaling pathway
K02833,ko04630,Signal transduction,JAK-STAT signaling pathway
K03099,ko04630,Signal transduction,JAK-STAT signaling pathway
K04357,ko04630,Signal transduction,JAK-STAT signaling pathway
K04359,ko04630,Signal transduction,JAK-STAT signaling pathway
K04361,ko04630,Signal transduction,JAK-STAT signaling pathway
K04363,ko04630,Signal transduction,JAK-STAT signaling pathway
K04364,ko04630,Signal transduction,JAK-STAT signaling pathway
K04366,ko04630,Signal transduction,JAK-STAT signaling pathway
K04377,ko04630,Signal transduction,JAK-STAT signaling pathway
K04447,ko04630,Signal transduction,JAK-STAT signaling pathway
K04456,ko04630,Signal transduction,JAK-STAT signaling pathway
K04498,ko04630,Signal transduction,JAK-STAT signaling pathway
K04503,ko04630,Signal transduction,JAK-STAT signaling pathway
K04570,ko04630,Signal transduction,JAK-STAT signaling pathway
K04687,ko04630,Signal transduction,JAK-STAT signaling pathway
K04692,ko04630,Signal transduction,JAK-STAT signaling pathway
K04693,ko04630,Signal transduction,JAK-STAT signaling pathway
K04694,ko04630,Signal transduction,JAK-STAT signaling pathway
K04695,ko04630,Signal transduction,JAK-STAT signaling pathway
K04696,ko04630,Signal transduction,JAK-STAT signaling pathway
K04697,ko04630,Signal transduction,JAK-STAT signaling pathway
K04698,ko04630,Signal transduction,JAK-STAT signaling pathway
K04699,ko04630,Signal transduction,JAK-STAT signaling pathway
K04701,ko04630,Signal transduction,JAK-STAT signaling pathway
K04702,ko04630,Signal transduction,JAK-STAT signaling pathway
K04705,ko04630,Signal transduction,JAK-STAT signaling pathway
K04706,ko04630,Signal transduction,JAK-STAT signaling pathway
K04736,ko04630,Signal transduction,JAK-STAT signaling pathway
K04737,ko04630,Signal transduction,JAK-STAT signaling pathway
K04738,ko04630,Signal transduction,JAK-STAT signaling pathway
K05055,ko04630,Signal transduction,JAK-STAT signaling pathway
K05056,ko04630,Signal transduction,JAK-STAT signaling pathway
K05057,ko04630,Signal transduction,JAK-STAT signaling pathway
K05058,ko04630,Signal transduction,JAK-STAT signaling pathway
K05059,ko04630,Signal transduction,JAK-STAT signaling pathway
K05060,ko04630,Signal transduction,JAK-STAT signaling pathway
K05061,ko04630,Signal transduction,JAK-STAT signaling pathway
K05062,ko04630,Signal transduction,JAK-STAT signaling pathway
K05063,ko04630,Signal transduction,JAK-STAT signaling pathway
K05064,ko04630,Signal transduction,JAK-STAT signaling pathway
K05065,ko04630,Signal transduction,JAK-STAT signaling pathway
K05066,ko04630,Signal transduction,JAK-STAT signaling pathway
K05067,ko04630,Signal transduction,JAK-STAT signaling pathway
K05068,ko04630,Signal transduction,JAK-STAT signaling pathway
K05069,ko04630,Signal transduction,JAK-STAT signaling pathway
K05070,ko04630,Signal transduction,JAK-STAT signaling pathway
K05071,ko04630,Signal transduction,JAK-STAT signaling pathway
K05072,ko04630,Signal transduction,JAK-STAT signaling pathway
K05073,ko04630,Signal transduction,JAK-STAT signaling pathway
K05074,ko04630,Signal transduction,JAK-STAT signaling pathway
K05075,ko04630,Signal transduction,JAK-STAT signaling pathway
K05076,ko04630,Signal transduction,JAK-STAT signaling pathway
K05077,ko04630,Signal transduction,JAK-STAT signaling pathway
K05078,ko04630,Signal transduction,JAK-STAT signaling pathway
K05079,ko04630,Signal transduction,JAK-STAT signaling pathway
K05080,ko04630,Signal transduction,JAK-STAT signaling pathway
K05081,ko04630,Signal transduction,JAK-STAT signaling pathway
K05082,ko04630,Signal transduction,JAK-STAT signaling pathway
K05089,ko04630,Signal transduction,JAK-STAT signaling pathway
K05130,ko04630,Signal transduction,JAK-STAT signaling pathway
K05131,ko04630,Signal transduction,JAK-STAT signaling pathway
K05132,ko04630,Signal transduction,JAK-STAT signaling pathway
K05133,ko04630,Signal transduction,JAK-STAT signaling pathway
K05134,ko04630,Signal transduction,JAK-STAT signaling pathway
K05135,ko04630,Signal transduction,JAK-STAT signaling pathway
K05136,ko04630,Signal transduction,JAK-STAT signaling pathway
K05137,ko04630,Signal transduction,JAK-STAT signaling pathway
K05138,ko04630,Signal transduction,JAK-STAT signaling pathway
K05139,ko04630,Signal transduction,JAK-STAT signaling pathway
K05140,ko04630,Signal transduction,JAK-STAT signaling pathway
K05405,ko04630,Signal transduction,JAK-STAT signaling pathway
K05406,ko04630,Signal transduction,JAK-STAT signaling pathway
K05414,ko04630,Signal transduction,JAK-STAT signaling pathway
K05415,ko04630,Signal transduction,JAK-STAT signaling pathway
K05417,ko04630,Signal transduction,JAK-STAT signaling pathway
K05418,ko04630,Signal transduction,JAK-STAT signaling pathway
K05419,ko04630,Signal transduction,JAK-STAT signaling pathway
K05420,ko04630,Signal transduction,JAK-STAT signaling pathway
K05421,ko04630,Signal transduction,JAK-STAT signaling pathway
K05422,ko04630,Signal transduction,JAK-STAT signaling pathway
K05423,ko04630,Signal transduction,JAK-STAT signaling pathway
K05424,ko04630,Signal transduction,JAK-STAT signaling pathway
K05425,ko04630,Signal transduction,JAK-STAT signaling pathway
K05426,ko04630,Signal transduction,JAK-STAT signaling pathway
K05427,ko04630,Signal transduction,JAK-STAT signaling pathway
K05428,ko04630,Signal transduction,JAK-STAT signaling pathway
K05429,ko04630,Signal transduction,JAK-STAT signaling pathway
K05430,ko04630,Signal transduction,JAK-STAT signaling pathway
K05431,ko04630,Signal transduction,JAK-STAT signaling pathway
K05432,ko04630,Signal transduction,JAK-STAT signaling pathway
K05433,ko04630,Signal transduction,JAK-STAT signaling pathway
K05434,ko04630,Signal transduction,JAK-STAT signaling pathway
K05435,ko04630,Signal transduction,JAK-STAT signaling pathway
K05436,ko04630,Signal transduction,JAK-STAT signaling pathway
K05437,ko04630,Signal transduction,JAK-STAT signaling pathway
K05438,ko04630,Signal transduction,JAK-STAT signaling pathway
K05439,ko04630,Signal transduction,JAK-STAT signaling pathway
K05440,ko04630,Signal transduction,JAK-STAT signaling pathway
K05441,ko04630,Signal transduction,JAK-STAT signaling pathway
K05442,ko04630,Signal transduction,JAK-STAT signaling pathway
K05443,ko04630,Signal transduction,JAK-STAT signaling pathway
K05444,ko04630,Signal transduction,JAK-STAT signaling pathway
K05445,ko04630,Signal transduction,JAK-STAT signaling pathway
K05446,ko04630,Signal transduction,JAK-STAT signaling pathway
K05447,ko04630,Signal transduction,JAK-STAT signaling pathway
K05640,ko04630,Signal transduction,JAK-STAT signaling pathway
K05697,ko04630,Signal transduction,JAK-STAT signaling pathway
K06625,ko04630,Signal transduction,JAK-STAT signaling pathway
K06854,ko04630,Signal transduction,JAK-STAT signaling pathway
K07203,ko04630,Signal transduction,JAK-STAT signaling pathway
K07293,ko04630,Signal transduction,JAK-STAT signaling pathway
K10151,ko04630,Signal transduction,JAK-STAT signaling pathway
K10152,ko04630,Signal transduction,JAK-STAT signaling pathway
K11217,ko04630,Signal transduction,JAK-STAT signaling pathway
K11218,ko04630,Signal transduction,JAK-STAT signaling pathway
K11219,ko04630,Signal transduction,JAK-STAT signaling pathway
K11220,ko04630,Signal transduction,JAK-STAT signaling pathway
K11221,ko04630,Signal transduction,JAK-STAT signaling pathway
K11222,ko04630,Signal transduction,JAK-STAT signaling pathway
K11223,ko04630,Signal transduction,JAK-STAT signaling pathway
K11224,ko04630,Signal transduction,JAK-STAT signaling pathway
K11225,ko04630,Signal transduction,JAK-STAT signaling pathway
K14365,ko04630,Signal transduction,JAK-STAT signaling pathway
K16063,ko04630,Signal transduction,JAK-STAT signaling pathway
K16064,ko04630,Signal transduction,JAK-STAT signaling pathway
K16065,ko04630,Signal transduction,JAK-STAT signaling pathway
K16689,ko04630,Signal transduction,JAK-STAT signaling pathway
K17386,ko04630,Signal transduction,JAK-STAT signaling pathway
K18026,ko04630,Signal transduction,JAK-STAT signaling pathway
K19598,ko04630,Signal transduction,JAK-STAT signaling pathway
K19599,ko04630,Signal transduction,JAK-STAT signaling pathway
K22629,ko04630,Signal transduction,JAK-STAT signaling pathway
K22630,ko04630,Signal transduction,JAK-STAT signaling pathway
K22631,ko04630,Signal transduction,JAK-STAT signaling pathway
K22667,ko04630,Signal transduction,JAK-STAT signaling pathway
K22668,ko04630,Signal transduction,JAK-STAT signaling pathway
K22669,ko04630,Signal transduction,JAK-STAT signaling pathway
K24382,ko04630,Signal transduction,JAK-STAT signaling pathway
K00977,ko04640,Immune system,Hematopoietic cell lineage
K01242,ko04640,Immune system,Hematopoietic cell lineage
K01389,ko04640,Immune system,Hematopoietic cell lineage
K03156,ko04640,Immune system,Hematopoietic cell lineage
K04006,ko04640,Immune system,Hematopoietic cell lineage
K04008,ko04640,Immune system,Hematopoietic cell lineage
K04011,ko04640,Immune system,Hematopoietic cell lineage
K04012,ko04640,Immune system,Hematopoietic cell lineage
K04383,ko04640,Immune system,Hematopoietic cell lineage
K04386,ko04640,Immune system,Hematopoietic cell lineage
K04387,ko04640,Immune system,Hematopoietic cell lineage
K04391,ko04640,Immune system,Hematopoietic cell lineage
K04519,ko04640,Immune system,Hematopoietic cell lineage
K04736,ko04640,Immune system,Hematopoietic cell lineage
K04737,ko04640,Immune system,Hematopoietic cell lineage
K05055,ko04640,Immune system,Hematopoietic cell lineage
K05056,ko04640,Immune system,Hematopoietic cell lineage
K05061,ko04640,Immune system,Hematopoietic cell lineage
K05066,ko04640,Immune system,Hematopoietic cell lineage
K05067,ko04640,Immune system,Hematopoietic cell lineage
K05068,ko04640,Immune system,Hematopoietic cell lineage
K05071,ko04640,Immune system,Hematopoietic cell lineage
K05072,ko04640,Immune system,Hematopoietic cell lineage
K05073,ko04640,Immune system,Hematopoietic cell lineage
K05079,ko04640,Immune system,Hematopoietic cell lineage
K05090,ko04640,Immune system,Hematopoietic cell lineage
K05091,ko04640,Immune system,Hematopoietic cell lineage
K05092,ko04640,Immune system,Hematopoietic cell lineage
K05405,ko04640,Immune system,Hematopoietic cell lineage
K05417,ko04640,Immune system,Hematopoietic cell lineage
K05423,ko04640,Immune system,Hematopoietic cell lineage
K05427,ko04640,Immune system,Hematopoietic cell lineage
K05428,ko04640,Immune system,Hematopoietic cell lineage
K05430,ko04640,Immune system,Hematopoietic cell lineage
K05431,ko04640,Immune system,Hematopoietic cell lineage
K05437,ko04640,Immune system,Hematopoietic cell lineage
K05453,ko04640,Immune system,Hematopoietic cell lineage
K05454,ko04640,Immune system,Hematopoietic cell lineage
K05461,ko04640,Immune system,Hematopoietic cell lineage
K06256,ko04640,Immune system,Hematopoietic cell lineage
K06259,ko04640,Immune system,Hematopoietic cell lineage
K06260,ko04640,Immune system,Hematopoietic cell lineage
K06261,ko04640,Immune system,Hematopoietic cell lineage
K06262,ko04640,Immune system,Hematopoietic cell lineage
K06263,ko04640,Immune system,Hematopoietic cell lineage
K06448,ko04640,Immune system,Hematopoietic cell lineage
K06449,ko04640,Immune system,Hematopoietic cell lineage
K06450,ko04640,Immune system,Hematopoietic cell lineage
K06451,ko04640,Immune system,Hematopoietic cell lineage
K06452,ko04640,Immune system,Hematopoietic cell lineage
K06454,ko04640,Immune system,Hematopoietic cell lineage
K06455,ko04640,Immune system,Hematopoietic cell lineage
K06457,ko04640,Immune system,Hematopoietic cell lineage
K06458,ko04640,Immune system,Hematopoietic cell lineage
K06459,ko04640,Immune system,Hematopoietic cell lineage
K06460,ko04640,Immune system,Hematopoietic cell lineage
K06461,ko04640,Immune system,Hematopoietic cell lineage
K06465,ko04640,Immune system,Hematopoietic cell lineage
K06466,ko04640,Immune system,Hematopoietic cell lineage
K06467,ko04640,Immune system,Hematopoietic cell lineage
K06468,ko04640,Immune system,Hematopoietic cell lineage
K06469,ko04640,Immune system,Hematopoietic cell lineage
K06473,ko04640,Immune system,Hematopoietic cell lineage
K06474,ko04640,Immune system,Hematopoietic cell lineage
K06475,ko04640,Immune system,Hematopoietic cell lineage
K06476,ko04640,Immune system,Hematopoietic cell lineage
K06480,ko04640,Immune system,Hematopoietic cell lineage
K06481,ko04640,Immune system,Hematopoietic cell lineage
K06482,ko04640,Immune system,Hematopoietic cell lineage
K06483,ko04640,Immune system,Hematopoietic cell lineage
K06484,ko04640,Immune system,Hematopoietic cell lineage
K06485,ko04640,Immune system,Hematopoietic cell lineage
K06493,ko04640,Immune system,Hematopoietic cell lineage
K06498,ko04640,Immune system,Hematopoietic cell lineage
K06503,ko04640,Immune system,Hematopoietic cell lineage
K06575,ko04640,Immune system,Hematopoietic cell lineage
K06752,ko04640,Immune system,Hematopoietic cell lineage
K06854,ko04640,Immune system,Hematopoietic cell lineage
K06856,ko04640,Immune system,Hematopoietic cell lineage
K11140,ko04640,Immune system,Hematopoietic cell lineage
K00922,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K01116,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K01353,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K02187,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K02649,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K02677,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K02833,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K03099,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K03156,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K04348,ko04650,Immune system,Natural killer cell mediated cytotoxicity
K04364,ko04650,Immune system,Natural killer cell mediated cytotoxicity
